RunNumber,ThoughtNumber,Thought,Intensity,participant,runNumber,type,stimulus,correct,probenumber,probetext,leftanchor,rightanchor,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,RunBlocks.thisRepN,RunBlocks.thisTrialN,RunBlocks.thisN,RunBlocks.thisIndex,TrialBlocks.thisRepN,TrialBlocks.thisTrialN,TrialBlocks.thisN,TrialBlocks.thisIndex,DisengageLoop.thisRepN,DisengageLoop.thisTrialN,DisengageLoop.thisN,DisengageLoop.thisIndex,SliderLoop.thisRepN,SliderLoop.thisTrialN,SliderLoop.thisN,SliderLoop.thisIndex,triggerCheck.started,displayWaiting.started,triggerCheck.keys,triggerCheck.rt,D_Cue.started,D_Fixation.started,D_Response.started,D_Cue.stopped,D_Fixation.stopped,D_Response.stopped,D_Response.keys,D_Response.corr,Reflect.started,Reflect.stopped,slider.started,sliderText.started,showPos.started,slider.response,slider.rt,slidersTimedOut,Fixation_earlyfinish.started,participant,session,date,expName,psychopyVersion,frameRate,
1,1,homework,high,001,1,go,9,2.0,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,19.940842127994983,20.18269313100609,20.18269313100609,20.19465838999895,21.9366243580007,21.9366243580007,None,0,,,,,,,,,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,1,go,2,2.0,,,,,,,,,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,21.9366243580007,22.18407336200471,22.18407336200471,22.18407336200471,23.945466289005708,23.945466289005708,None,0,,,,,,,,,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,1,go,4,2.0,,,,,,,,,0,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,23.945466289005708,24.188327121999464,24.188327121999464,24.20124736300204,,,None,0,,,,,,,,,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,1,go,6,2.0,,,,,,,,,0,0,0,0,0,0,0,0,0,4,4,4,,,,,,,,,25.949507748999167,26.17616969300434,26.17616969300434,26.203893076002714,27.931439895008225,27.931439895008225,None,0,,,,,,,,,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,1,go,6,2.0,,,,,,,,,0,0,0,0,0,0,0,0,0,5,5,5,,,,,,,,,27.931439895008225,28.18158591199608,28.18158591199608,28.18158591199608,29.93993381000473,29.93993381000473,None,0,,,,,,,,,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,1,nogo,8,None,,,,,,,,,0,0,0,0,0,0,0,0,0,6,6,6,,,,,,,,,29.93993381000473,30.185160050008562,30.185160050008562,30.193885676999344,31.950081874994794,31.950081874994794,None,1,,,,,,,,,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,1,go,7,2.0,,,,,,,,,0,0,0,0,0,0,0,0,0,7,7,7,,,,,,,,,31.950081874994794,32.17871320100676,32.17871320100676,32.206185230999836,33.93809589999728,33.93809589999728,None,0,,,,,,,,,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,1,nogo,8,None,,,,,,,,,0,0,0,0,0,0,0,0,0,8,8,8,,,,,,,,,33.93809589999728,34.17852133700217,34.17852133700217,34.19036148300802,35.93015114299487,35.93015114299487,None,1,,,,,,,,,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,1,go,4,2.0,,,,,,,,,0,0,0,0,0,0,0,0,0,9,9,9,,,,,,,,,35.93015114299487,36.19181977400149,36.19181977400149,36.19181977400149,37.942269865001435,37.942269865001435,None,0,,,,,,,,,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,1,nogo,8,None,,,,,,,,,0,0,0,0,0,0,0,0,0,10,10,10,,,,,,,,,37.942269865001435,38.18495412199991,38.18495412199991,38.19347978000587,39.9379731539957,39.9379731539957,None,1,,,,,,,,,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,1,go,1,2.0,,,,,,,,,0,0,0,0,0,0,0,0,0,11,11,11,,,,,,,,,39.9379731539957,40.17616774199996,40.17616774199996,40.20004295700346,41.92505831499875,41.92505831499875,None,0,,,,,,,,,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,1,go,4,2.0,,,,,,,,,0,0,0,0,0,0,0,0,0,12,12,12,,,,,,,,,41.93686989300477,42.17649654799607,42.17649654799607,42.20012147500529,43.937782025997876,43.937782025997876,None,0,,,,,,,,,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,1,go,5,2.0,,,,,,,,,0,0,0,0,0,0,0,0,0,13,13,13,,,,,,,,,43.937782025997876,44.17689213200356,44.17689213200356,44.18993453800795,45.93744326700107,45.93744326700107,None,0,,,,,,,,,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,1,go,9,2.0,,,,,,,,,0,0,0,0,0,0,0,0,0,14,14,14,,,,,,,,,45.93744326700107,46.17597854799533,46.17597854799533,46.20022795299883,47.923044844006654,47.923044844006654,None,0,,,,,,,,,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,1,nogo,8,None,,,,,,,,,0,0,0,0,0,0,0,0,0,15,15,15,,,,,,,,,47.936578014996485,48.17680849200406,48.17680849200406,48.19049569600611,49.94005889199616,49.94005889199616,None,1,,,,,,,,,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,1,go,6,2.0,,,,,,,,,0,0,0,0,0,0,0,0,0,16,16,16,,,,,,,,,49.94005889199616,50.18515502700757,50.18515502700757,50.19396618999599,51.93760525800462,51.93760525800462,None,0,,,,,,,,,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,1,nogo,8,None,,,,,,,,,0,0,0,0,0,0,0,0,0,17,17,17,,,,,,,,,51.93760525800462,52.17681084800279,52.17681084800279,52.18948850399465,53.929645284006256,53.929645284006256,None,1,,,,,,,,,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,,,,,1,"To what extent were your thoughts repetitive, intrusive, or hard to control?",not at all,extremely,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,53.929645284006256,56.145216902004904,56.145216902004904,56.145216902004904,56.145216902004904,50.0,0.8963165379973361,False,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,,,,,2,To what extent were your thoughts focused on the task?,not at all,extremely,,,,,0,0,0,0,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,57.08515924999665,57.08515924999665,57.08515924999665,50.0,0.08340567399864085,False,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,,,,,3,To what extent were you trying (making an effort) to focus on the task?,not at all,extremely,,,,,0,0,0,0,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,57.24298948800424,57.24298948800424,57.24298948800424,35.0,3.604683815006865,False,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,,,,,4,"To what extent did you feel afraid, scared, or frightened?",not at all,extremely,,,,,0,0,0,0,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,60.89397315699898,60.89397315699898,60.89397315699898,60.0,1.4951723670092179,False,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,,,,,5,"To what extent did you feel sad, blue, or downhearted?",not at all,extremely,,,,,0,0,0,0,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,62.447695317008765,62.447695317008765,62.447695317008765,35.0,1.2846726830030093,False,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
1,1,homework,high,001,,,,,6,To what extent did you feel:,sleepy,lively,,,,,0,0,0,0,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,63.804660009001964,63.804660009001964,63.804660009001964,65.0,3.4204087539983448,False,,001,001,2022-12-08_08h19.03.701,fMRI_Stimuli_K_Study_Draft,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.20667901600245,,,,,,,
